MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.3333,10.0,6.3645,0.7939,718.0,4.4481,38.84152377312961,-114.83118854601514,4.252
2.5679,14.0,5.6736,1.1381,1137.0,4.3961,38.67246206319521,-114.87042881375271,2.2149
3.4984,5.0,12.7292,2.4019,359.0,3.7201,41.06148299049532,-122.08480743299259,1.9617
2.0062,19.0,6.5427,1.1409,426.0,2.8709,40.39253086697121,-121.32748156508717,2.5697
3.3215,37.0,6.4408,1.5449,4900.0,8.4225,41.41543139486875,-122.79827884638118,3.0164
2.2832,33.0,6.8873,1.216,247.0,2.5053,40.75391799066527,-114.75820109962878,2.4868
3.2791,14.0,5.6532,0.9499,350.0,2.9384,40.75259200153909,-120.32242663291895,2.8381
0.7891,3.0,4.6002,0.685,386.0,6.106,33.10537160354282,-119.7780959787214,1.9845
3.8228,7.0,4.2261,0.6791,375.0,2.8374,40.536638550611585,-116.07227180183668,2.7312
3.967,30.0,5.6963,0.8458,1704.0,1.4293,38.27104474777962,-119.11377853549193,2.428
3.9364,27.0,7.3797,1.0536,243.0,1.6358,36.114222291776635,-123.24256743667412,3.2887
1.3618,36.0,5.4358,0.9463,738.0,4.5738,33.03688893168659,-119.90258855085169,1.2031
1.6535,38.0,3.4174,0.4361,917.0,2.1079,38.937900860296445,-117.87949754557437,1.6373
1.4799,11.0,3.5059,0.7088,820.0,2.6148,35.617916630107366,-116.94830457855112,1.0748
3.4246,43.0,5.4987,0.9966,1111.0,4.9887,36.943874517367334,-117.72380554577961,2.4581
4.3092,36.0,5.6012,0.8166,256.0,3.536,38.97642015202378,-123.24860244806018,3.9622
1.6693,16.0,3.052,0.3689,5010.0,3.317,41.161858196729355,-121.30438248580091,1.7304
6.8273,17.0,2.7879,0.5423,997.0,2.2969,40.341650698247484,-116.79757122788624,5.0
6.7644,19.0,4.1124,0.5298,3474.0,4.3027,36.7806727264842,-115.25800295947121,3.8886
2.9939,35.0,3.5294,0.8741,2349.0,4.1496,36.1839399957406,-124.00454264184627,2.1197
3.5241,38.0,5.5317,1.013,433.0,4.9581,34.77790751901845,-124.05659436526524,2.9028
0.8389,48.0,6.1924,1.177,509.0,2.9898,36.038054136171695,-117.74425244193985,1.2704
1.877,45.0,5.3642,1.2662,224.0,2.0902,33.55494067927303,-118.74551538128554,0.3401
1.1313,2.0,4.8379,1.1767,1608.0,2.6688,41.72550232946517,-122.868939969564,0.9352
1.4376,39.0,4.4157,1.0654,1116.0,3.8156,37.952215717616,-118.74293839218191,2.0064
3.8968,27.0,5.9979,1.0646,1279.0,2.5207,33.71415550655452,-114.26788289324107,2.4243
4.6147,51.0,3.2382,0.4812,1466.0,2.7887,35.8516570880261,-117.87554768583544,2.2904
4.7517,1.0,11.7634,2.7745,117.0,3.761,37.69687186439623,-119.78401786147795,2.9987
3.2194,2.0,2.9848,0.4583,3642.0,4.3854,37.56241354808826,-115.81090887663446,2.0122
3.9211,49.0,5.4518,0.8807,680.0,5.8888,32.83728200282701,-122.2653639006524,3.3203
0.8937,15.0,7.954,1.0729,1472.0,3.737,41.53298982517656,-120.14957247631742,2.2701
1.1022,1.0,3.1278,0.723,495.0,1.7913,35.116068974011974,-118.9584371359861,0.9385
2.348,6.0,5.1876,1.2374,978.0,4.9081,32.653754354852964,-119.20233113346707,2.5085
4.1298,30.0,11.9668,2.7009,1313.0,3.6546,33.22621808502768,-114.8297890732829,1.7263
1.9876,44.0,3.8135,0.6086,163.0,4.9338,38.01185158085578,-121.4269848739099,1.4017
1.0486,27.0,4.0975,0.9219,428.0,4.6738,33.80896244641342,-123.906710932339,0.9817
1.6749,17.0,5.4393,0.7387,4795.0,7.411,32.89638553210828,-114.87803935260571,1.1973
1.4142,40.0,3.3252,0.7367,926.0,4.0052,36.10645143092076,-122.2207896000474,2.0792
0.8129,24.0,6.3105,1.5303,148.0,2.6344,38.41623132723179,-120.52020627324457,1.2793
12.898,50.0,2.9966,0.4525,160.0,2.5195,33.562478145995314,-118.92563794256019,5.0
6.4431,51.0,7.1513,1.3422,1077.0,1.7751,35.476614405437495,-114.25325505924376,4.093
0.6818,22.0,3.1584,0.6297,65.0,2.9223,36.468726380433154,-118.87968136289972,1.1026
0.7079,15.0,5.5765,0.9955,462.0,6.2048,34.01487092897429,-119.79869528124097,1.6397
1.5462,45.0,6.5666,1.0209,256.0,2.0807,37.30770203543375,-118.3717959650647,0.8999
0.9584,21.0,4.0202,0.718,1730.0,9.9827,33.309533825566824,-114.30651432087005,1.5234
14.4087,27.0,5.0627,1.0182,286.0,3.9265,32.94192571527815,-115.91158171305737,5.0
1.5502,16.0,6.2526,1.0862,379.0,3.3142,37.43843598797378,-122.72583456872482,0.56
3.5011,47.0,3.199,0.675,2134.0,5.1212,34.855021241133315,-116.0657698435058,2.0212
1.9078,14.0,4.0053,0.5151,548.0,2.1189,33.40605117503126,-115.66845987205917,2.0242
1.2008,4.0,2.8386,0.5311,520.0,1.9227,36.527169581132505,-117.2477119084361,0.4305
5.6584,24.0,6.4358,1.5205,3943.0,4.5839,41.19383702541525,-117.59904867874373,4.2916
4.299,13.0,4.3348,1.0794,2220.0,3.5039,39.379828243214476,-119.87079149109806,3.2978
2.6073,5.0,6.2126,1.2011,854.0,5.8222,40.248351195796765,-117.76219843524574,1.3722
14.4018,40.0,9.3552,1.7447,572.0,4.9055,40.78318289320705,-116.75546279240129,5.0
3.2044,33.0,3.1395,0.5161,1463.0,2.7746,41.73996354326598,-123.21038739521985,2.7446
1.9748,45.0,3.4597,0.5155,1514.0,4.606,39.750842448384645,-121.79803541807392,2.2655
10.3884,37.0,3.5378,0.537,295.0,3.3021,38.27987525842506,-122.46214027085391,5.0
3.6064,8.0,7.8439,0.9688,572.0,3.3637,35.97154586287135,-115.66727571248686,2.1097
8.4956,39.0,4.5173,1.1171,815.0,4.2349,34.225610747298305,-117.35997278891644,4.4951
2.6449,19.0,7.4354,1.0789,681.0,7.271,39.023268802841294,-119.76682533446065,2.6381
0.5,10.0,14.2101,2.7104,696.0,2.4626,41.952024868158446,-115.82641461987109,1.3535
0.9129,42.0,2.8315,0.3583,572.0,2.4493,36.93990750387973,-116.97379593007864,1.1353
5.8002,39.0,3.8431,0.5149,1160.0,3.7799,39.37495399688167,-114.90727264377438,3.5518
1.7998,19.0,7.1312,1.5938,585.0,3.6695,37.203378274934984,-123.69352654097189,1.8976
3.2457,31.0,4.0766,0.8107,2376.0,3.0871,36.603367521953025,-119.15384749381703,2.7201
6.0116,14.0,2.9713,0.4045,600.0,3.9501,36.3979033288192,-117.07914701244933,3.159
3.0822,25.0,3.1614,0.5801,1107.0,5.8164,37.293934487851125,-122.32132153854911,1.5322
1.4895,8.0,3.5485,0.5775,1009.0,4.2981,35.98550878772106,-121.06517456430068,1.7349
2.6973,4.0,2.5802,0.4723,1783.0,4.7878,39.613346557307175,-120.10074936114182,3.0602
2.9296,47.0,3.9879,0.5344,825.0,2.4484,40.80558425261941,-116.15958100815881,2.8367
2.0427,5.0,6.6515,1.5697,740.0,1.8005,40.887410413129246,-119.31744988889945,2.6334
1.031,36.0,3.1886,0.6162,1589.0,5.19,34.663137777545344,-119.32486465509821,0.5936
2.1195,44.0,5.7935,1.1006,680.0,2.8836,41.011136817949165,-119.97568000520248,1.8681
2.5473,6.0,4.0522,0.5788,1042.0,2.5624,35.7447367026235,-122.09981456238869,1.7796
0.9898,30.0,6.3705,1.217,1628.0,2.8115,35.438422822110326,-114.80774887606597,1.8246
1.4295,40.0,2.5632,0.6354,3426.0,2.2716,39.40418254528324,-121.1630882331049,2.4168
1.6458,38.0,4.2866,0.5816,334.0,2.5724,35.39461523081975,-118.54161056191604,1.66
0.7392,37.0,6.9173,1.4636,2134.0,2.5152,33.00318085329224,-122.93781277701578,2.1071
2.9736,41.0,8.0786,1.3755,253.0,2.9799,36.04936883694793,-119.94044438296001,1.7369
3.2087,19.0,5.367,1.1857,291.0,2.2678,39.353923203404314,-115.01006308022322,2.8524
1.857,42.0,4.4738,0.8384,1237.0,8.4851,35.60610499256668,-114.04761499563878,1.5467
1.0429,43.0,5.06,1.2014,261.0,3.0545,38.48081103195389,-120.7016055042986,1.0562
3.6143,18.0,4.8953,0.6409,112.0,5.0797,38.77113472049974,-122.88309926369948,3.5289
3.9839,21.0,7.4348,1.301,1024.0,2.1654,39.47049211140038,-121.19825896933085,2.3956
2.9125,37.0,3.6996,0.6001,920.0,2.5667,41.022739429953894,-121.06396143193629,1.3591
2.7985,43.0,2.844,0.6687,323.0,2.8311,36.6093627430501,-117.73265766003567,1.5484
4.1196,17.0,5.9587,0.7453,315.0,2.5934,34.08110472829334,-119.29035439280712,2.5966
2.5426,31.0,4.8933,0.7014,953.0,3.8991,35.52979429660295,-116.43117285321088,2.1244
1.4298,21.0,4.5205,0.8161,1598.0,3.679,36.60558892415287,-117.13631551277645,0.7309
2.5878,11.0,10.2275,1.9419,682.0,2.0895,39.28196895861707,-121.86125839878491,2.1022
2.0659,16.0,3.4264,0.6276,1609.0,4.7487,32.62466019283552,-116.26531525619933,1.4809
2.5877,9.0,2.2582,0.4465,990.0,2.7553,35.49996114267885,-115.60165039739444,2.4524
5.048,51.0,6.0791,1.464,500.0,3.7739,39.90850451968351,-118.21690300758299,3.0567
1.1718,23.0,3.6728,0.7492,146.0,5.0291,38.873148181641604,-114.75948905288995,1.9808
3.0779,39.0,4.8726,0.8813,406.0,6.7463,39.45152974906325,-116.27904471128723,2.7765
1.1311,23.0,10.117,2.0117,1026.0,3.8982,40.21220230967235,-118.24834297783141,0.8586
1.4294,3.0,2.1139,0.312,472.0,2.0223,39.940739329340644,-114.98525702821003,1.9485
8.18,49.0,3.653,0.465,2167.0,2.7393,38.98074007845139,-118.19623595747434,5.0
3.7439,6.0,7.4504,1.5626,1486.0,2.334,36.67678455752061,-119.02749316295792,2.7274
3.0424,20.0,8.3222,1.8188,922.0,3.2931,41.84418412434246,-120.75928742568342,2.6482
0.8514,15.0,3.6906,0.8972,706.0,3.1464,37.9061953581057,-115.22993502875832,1.8853
2.3048,46.0,5.016,1.2277,739.0,5.3088,34.426307489003975,-123.21136470583538,2.0459
0.637,30.0,5.6811,1.3291,394.0,1.103,35.28172212349545,-119.52822150071671,1.1845
2.7901,32.0,5.5291,1.3212,295.0,3.209,39.08884333171947,-118.85716001531227,2.2021
1.1356,6.0,3.5744,0.782,1210.0,2.6522,41.2850258693949,-118.67513437891735,1.8995
4.0168,31.0,4.8001,1.1345,724.0,2.6929,34.197841227456024,-117.65515677990494,3.1849
3.0432,16.0,3.8488,0.4628,1063.0,2.7952,33.28229170958497,-119.18914594533493,2.2547
1.1604,29.0,5.9521,0.7367,317.0,5.7529,40.874544956399056,-121.80340944978076,2.0121
3.5506,22.0,2.8967,0.6366,579.0,4.7812,41.195140799671925,-115.50208384053525,2.374
11.7679,40.0,3.739,0.8539,482.0,3.0093,35.125603780501045,-117.59598405772695,5.0
2.3587,28.0,3.3449,0.5266,1342.0,2.4127,36.08421438152678,-115.48902795604178,1.5649
5.034,15.0,5.3279,0.6744,3038.0,4.6389,38.77178597622965,-121.60154334470604,2.5138
0.6237,21.0,6.1132,0.7487,1481.0,1.728,35.63433519800351,-117.81090260352038,0.8004
3.7712,8.0,5.351,0.6947,224.0,3.5489,40.833007728565505,-117.00117567669786,3.5854
1.8249,1.0,9.061,1.6412,960.0,3.4332,33.5219976757817,-120.4742458161377,1.7542
2.2517,30.0,4.6859,1.1455,515.0,3.7967,32.86083109912185,-115.97143675882754,1.2627
4.123,2.0,3.3769,0.4229,374.0,3.9544,34.480618964056504,-124.47365786415588,2.4874
2.2923,24.0,3.7626,0.6562,911.0,3.0344,35.217833892947205,-118.25334262275068,2.8828
0.8762,49.0,3.5447,0.6742,345.0,2.7219,33.572802617244314,-118.05753106130263,0.2214
7.9173,5.0,4.3845,0.8855,1230.0,4.9115,33.124059078736146,-118.89464752309433,3.7716
0.985,12.0,2.7371,0.4727,291.0,2.1121,39.678273278267085,-117.88449088734578,0.5562
1.5103,5.0,5.131,1.158,129.0,3.8715,34.060627376071444,-122.74411800125566,0.4302
2.9733,34.0,5.7412,0.8115,740.0,1.837,41.182260891129886,-117.30979444107506,2.6307
2.9928,14.0,5.3181,0.6488,1599.0,5.1765,35.995996783756915,-120.97421589021502,1.8431
3.6678,12.0,8.5648,1.8548,634.0,7.8407,38.87075519235278,-119.75343570295286,2.3371
2.9841,27.0,10.1075,2.4537,163.0,2.264,34.6413200903036,-121.00235167803918,2.2371
6.0732,2.0,4.7632,1.096,186.0,3.526,34.783066300672736,-119.5236698632554,4.124
3.8313,49.0,7.6616,1.6655,441.0,7.0263,37.95973742724197,-117.97352312162664,3.0219
1.1853,36.0,2.8491,0.3806,1721.0,3.5263,37.826107788886866,-115.69739355559672,1.1861
0.5,45.0,10.053,2.2449,241.0,3.9138,39.80292766611477,-119.42393189477768,1.5263
3.0215,38.0,5.2464,0.9773,331.0,5.279,39.699226404095526,-121.10614981016217,2.5138
7.586,3.0,5.8228,0.9228,1295.0,3.5338,38.87153376430478,-119.37661027128347,4.7043
1.1313,36.0,3.5422,0.8753,927.0,1.6087,36.766740375988164,-117.26756152725959,1.4926
1.3035,8.0,6.697,1.5553,1188.0,4.7235,40.96108366966586,-120.85964247437914,1.8427
3.4848,2.0,5.4935,0.9525,2059.0,6.4894,38.414495657102336,-120.15003821540424,2.4429
3.8118,41.0,7.4244,1.0883,244.0,3.3256,41.906885659392394,-118.59018192140827,2.629
5.9632,42.0,4.297,1.0172,319.0,1.7531,40.284013270376406,-121.41290272981283,2.9572
8.5744,29.0,4.5222,0.7863,286.0,2.4303,32.9209432067641,-122.30461107478337,4.5537
3.2068,45.0,4.2712,1.0283,680.0,5.3696,35.54564211726302,-123.02588101943574,2.6632
1.4209,25.0,7.7782,1.246,3979.0,2.0957,37.932819306474045,-120.79759517717622,2.287
1.4517,49.0,2.679,0.4659,231.0,1.5477,39.35396060977913,-123.9923994824004,2.1377
1.8579,4.0,7.186,1.7089,466.0,9.1382,37.728196728738446,-118.37343346955024,1.7298
5.5948,10.0,7.76,0.9914,1701.0,3.482,39.96823901339073,-122.652951657026,3.947
1.9154,44.0,9.7871,2.4175,775.0,4.7801,35.185228701194774,-120.53735468053455,1.4605
5.3287,17.0,6.4011,0.8051,176.0,4.8084,34.24716448671184,-121.67316043831708,3.7213
0.9348,1.0,3.4699,0.6882,99.0,5.4768,33.01220849600281,-117.88090535341163,1.4982
3.3235,3.0,6.4941,1.1813,471.0,2.6214,37.94648057342946,-115.5713705545979,2.9112
1.6068,38.0,10.1662,1.9858,1006.0,2.6705,39.04169544641721,-117.85033904862237,1.6967
3.9176,30.0,5.4987,0.925,375.0,2.5858,35.598422312633936,-118.80369824892936,2.5417
2.2719,5.0,4.2678,0.925,794.0,2.3931,38.32904975613083,-117.47462073711856,2.401
4.7506,44.0,11.1769,2.4638,134.0,3.0052,32.995493693106624,-124.1850983035179,3.6452
2.0048,11.0,2.6391,0.5606,1142.0,3.2872,33.44328678981964,-123.21013105989775,2.004
2.6693,9.0,4.1314,0.5141,1342.0,3.1127,39.16667033645574,-123.50326402230404,2.4851
4.7858,47.0,9.2891,1.1214,1518.0,2.4044,35.99666219956434,-123.46892975963777,2.5769
2.5312,14.0,3.1788,0.6598,590.0,2.91,38.87767329547855,-121.76492099043625,2.4484
2.8315,19.0,8.5129,1.1513,672.0,2.5577,40.401350642659224,-118.91345126597635,2.5042
4.629,13.0,2.3016,0.2921,634.0,6.1355,40.599913156023106,-123.29584342410415,3.2344
2.5761,21.0,6.8831,0.8732,451.0,5.6755,34.13559263191228,-114.68127946751142,1.159
0.8964,39.0,7.155,0.8731,605.0,2.499,37.119712937337795,-115.53030357212864,1.3441
1.8226,43.0,3.0935,0.6509,393.0,2.2424,39.47230387450862,-114.29773428475369,2.065
0.7072,2.0,4.9835,1.2329,445.0,2.5353,39.85281566453565,-124.05374952657085,0.993
2.282,30.0,2.857,0.5506,2010.0,1.6585,39.95442181692434,-115.56027430556217,1.859
3.7807,23.0,3.2721,0.6708,565.0,3.3308,34.66758967661555,-116.06079220786437,1.7613
2.966,27.0,5.0014,1.0589,1304.0,3.0577,34.329080768375846,-115.02788842167416,1.8985
7.2157,1.0,10.384,1.3592,203.0,2.096,38.10511844860011,-118.956586239572,4.6643
6.6717,7.0,8.3341,1.7091,363.0,1.6427,39.54031507851309,-116.22716475685543,4.0016
3.2534,2.0,2.8692,0.6632,370.0,1.2435,35.531825397574835,-123.96148776690215,2.2221
0.5094,23.0,6.7233,1.5318,653.0,4.3821,33.49469899019301,-123.70328321041812,0.4249
4.349,31.0,2.9302,0.4646,223.0,5.3254,39.30909063764574,-123.25541147002933,2.7489
1.5838,51.0,8.6344,1.0517,241.0,3.4682,35.34712939811004,-114.89471693536882,1.1539
5.0372,29.0,3.0895,0.6374,479.0,3.178,34.080445880961356,-123.85772183142129,2.3399
3.3833,14.0,7.4784,1.5882,268.0,2.5234,33.90337351977275,-123.44842996965933,1.7857
4.3028,43.0,4.0968,0.9907,463.0,8.0356,35.491640701503805,-114.73069077238996,2.9219
3.8619,5.0,2.2462,0.2945,2711.0,2.9759,38.130441626180584,-123.37237789076107,2.5467
14.4852,11.0,4.7428,1.161,254.0,3.2062,35.90482126759126,-115.36755886338358,5.0
3.9151,46.0,3.9364,0.4824,511.0,3.8945,32.6962875901376,-116.212656725346,1.8559
1.1095,41.0,6.7075,1.1908,1238.0,8.3115,33.4206301294392,-124.07703912041238,1.5177
5.7541,33.0,3.4403,0.5943,348.0,9.2196,35.25978084838688,-124.27060233265888,3.3651
2.0111,29.0,7.9888,0.9711,218.0,2.6259,38.76719258039737,-118.88892197310727,1.9677
6.9701,6.0,11.4755,2.5001,361.0,4.7597,33.435893197951074,-114.02965826044894,4.2095
8.0046,7.0,3.4864,0.426,82.0,3.0022,37.82624010825648,-115.27228331896065,4.0465
4.2009,45.0,4.1481,0.9358,1244.0,3.9567,33.63891577282804,-121.24473294960151,3.122
1.1114,10.0,11.4903,1.8532,564.0,2.3486,34.510345609819126,-120.44375304178827,0.9105
1.9695,20.0,5.8767,0.8511,440.0,3.1369,34.135791011779745,-120.42698703949993,2.2247
6.9485,9.0,3.8944,0.7189,589.0,2.1533,33.1386720379227,-116.79112243299734,4.2279
11.0155,17.0,5.5547,0.6853,438.0,2.9389,38.877633265172605,-120.91810609704497,5.0
2.8387,36.0,4.012,0.567,2411.0,2.843,36.902333700167326,-122.94813085555977,1.2038
2.2426,46.0,4.5885,1.1067,1795.0,4.2539,40.395007688524714,-116.65537220987272,0.9355
1.1899,6.0,4.683,1.1172,2948.0,4.7906,33.43946297983201,-119.6908360084264,1.0458
1.2009,1.0,5.3231,0.7909,1018.0,4.4794,33.874962866711684,-123.6938234012921,1.7838
3.1993,11.0,6.617,0.9114,1230.0,2.9125,35.41134844782928,-116.20445118083336,1.8457
4.4394,43.0,8.1084,1.514,1116.0,2.0247,39.77572687591868,-118.35423172852259,2.6894
0.9597,17.0,5.8331,1.2145,418.0,2.9385,35.40470881997914,-119.36162208467776,1.147
4.8576,39.0,3.8763,0.599,105.0,1.6347,36.37997772123758,-117.42989674495357,2.7246
7.1035,9.0,8.6901,1.2939,596.0,3.4555,35.365233879823066,-119.19363933038615,3.567
4.2267,16.0,7.9167,1.9689,1082.0,2.8679,33.262130772109785,-117.69158844612076,3.6034
8.6452,27.0,3.5607,0.6528,607.0,3.8283,41.42461941751378,-115.39137027366412,5.0
3.4863,41.0,5.505,1.2943,2138.0,3.8696,37.711120424676295,-118.05809913483318,3.1745
3.5105,5.0,4.8784,0.827,435.0,3.7019,39.98441528776222,-117.57419477253012,2.2755
3.4639,38.0,4.254,0.5445,769.0,2.2699,38.75439237576031,-118.05451127108292,2.551
7.0399,8.0,5.8663,0.9125,446.0,1.9071,37.38541565108876,-118.92261233485038,4.2519
3.9604,9.0,10.5327,2.1541,3104.0,3.0499,33.35194343826411,-122.69428968475755,2.685
1.8761,13.0,5.2035,0.9926,114.0,3.054,38.60596868006789,-120.97538474263192,3.2395
3.6561,3.0,3.3568,0.5592,2089.0,3.3476,33.9760183813999,-117.22235584273972,2.7428
3.6818,27.0,4.073,0.7612,595.0,2.4945,36.436640108884625,-120.03250087963134,2.3378
2.3428,50.0,3.2795,0.8186,907.0,3.1602,38.47657486306409,-120.23564537493425,1.9848
5.5612,37.0,4.6403,0.977,77.0,1.4782,39.931175504485175,-116.52767251662914,3.8743
2.8981,20.0,6.7738,1.3896,182.0,3.085,39.007929169231886,-124.44152696345155,2.9235
4.4535,33.0,3.4013,0.6537,668.0,4.6022,38.87956852601897,-117.37055795742394,3.3505
3.8839,13.0,2.9166,0.4196,1228.0,6.6127,33.91590098716447,-119.36312163985484,2.1191
1.6355,24.0,2.1807,0.4369,554.0,3.3143,35.788221130680085,-120.54399289691331,2.0091
1.3693,50.0,2.8451,0.5553,266.0,2.8214,32.907666590271845,-120.9243655784773,1.6305
1.6476,42.0,9.0496,2.0119,622.0,3.8287,39.33503048517641,-122.68480729919072,2.0495
2.5682,24.0,9.3296,1.5163,326.0,3.8172,41.54956682251548,-120.99035313113967,2.1292
8.2819,20.0,4.3248,0.7444,5674.0,2.638,35.00904870670122,-120.39010604284108,4.273
2.6295,27.0,8.1794,2.0366,1167.0,3.7714,33.333118737041936,-119.90678634603924,2.38
3.5312,18.0,5.1339,0.8476,733.0,1.8001,37.01791572915971,-117.44084329388596,2.9633
5.0084,28.0,4.0988,0.7851,2335.0,1.6566,40.638633119711905,-119.73750429605845,3.4559
2.1145,36.0,11.2771,1.8222,843.0,2.9133,37.74375485508191,-116.13901480565482,2.2821
2.0334,33.0,4.6338,0.9458,2166.0,1.5684,32.94438292680608,-117.78275102752707,1.5336
5.6752,32.0,6.8762,1.5157,11760.0,2.0525,41.75558628501549,-122.50923066531206,4.8877
4.046,7.0,4.3659,0.9129,393.0,2.9644,40.3721741446447,-121.58968168590961,2.7485
1.8316,15.0,2.4287,0.4685,1914.0,4.1423,33.75014373198935,-123.66788354236546,2.3769
2.0368,14.0,4.7915,0.7691,3806.0,3.3319,41.25707868678333,-114.56992157330512,2.2551
2.8856,35.0,5.1763,1.0144,625.0,5.9542,36.781538741749294,-115.1912199470927,2.1357
3.4237,51.0,3.1021,0.6841,779.0,2.4375,36.03303091046194,-123.60963963276517,1.7258
6.4934,40.0,4.7943,0.6719,1208.0,1.2692,36.88000664000829,-118.47220183360167,3.3553
3.9448,31.0,3.7091,0.6587,185.0,4.5288,40.428433590274,-114.4157809019614,2.4102
1.3655,51.0,8.1173,1.8978,901.0,3.3231,38.76505694372447,-116.65500070556537,2.1691
1.5677,50.0,3.7588,0.6961,272.0,3.0952,33.062860297797414,-119.33597196330794,1.878
3.3764,31.0,4.4048,1.0436,245.0,7.5419,41.59724152560362,-121.96841861648034,3.2864
3.004,26.0,4.3052,0.5634,1572.0,1.9291,33.903949268044016,-121.5701107116464,2.2558
1.5056,25.0,4.6375,0.7186,1643.0,3.8259,39.58289554148583,-116.76950147595072,1.9571
5.6804,46.0,2.9323,0.5445,833.0,4.6424,38.54329703906724,-116.30395963093962,3.7906
0.5635,6.0,4.839,0.7007,373.0,4.1645,34.28151645549233,-118.94872009430996,0.7945
3.4382,51.0,9.1813,1.7876,1570.0,2.3813,34.12195472307397,-123.2300386340746,2.2493
0.9205,27.0,4.8732,0.8894,934.0,5.1479,40.768112140194575,-114.69438207692076,0.6532
5.0354,32.0,7.8517,1.8974,1012.0,3.1096,36.487101773246174,-115.62999128704928,4.1288
2.2581,12.0,2.3327,0.4789,1152.0,3.3289,38.718476884654315,-123.02434282021206,2.1803
4.5878,47.0,2.0531,0.2501,616.0,2.3304,37.288674536638396,-123.90436037189706,3.1899
2.0674,30.0,7.6992,1.7679,843.0,2.3765,39.40985841222162,-118.8733893311278,2.079
6.8759,24.0,4.818,0.9839,436.0,3.0698,37.05280256287364,-121.51650251383998,4.119
0.7363,24.0,5.3734,0.7866,1535.0,3.3727,35.2301091949279,-121.52587805114703,1.3968
5.0311,22.0,4.9023,0.7457,1261.0,2.9159,35.95214202446672,-123.58417327612068,2.8999
1.7763,4.0,6.7385,1.4108,1919.0,2.1309,40.66123809727826,-114.48944872965043,2.1764
3.5345,19.0,3.3262,0.6486,164.0,2.3805,36.946329582765905,-115.78325217357164,2.4156
3.6399,25.0,5.3182,0.9418,1407.0,2.7452,34.527768656323786,-123.30473678530288,2.6575
1.0256,5.0,6.2724,1.0102,1084.0,2.3415,41.37875118673391,-115.29571293966629,1.794
5.4641,4.0,3.8368,0.8725,204.0,1.1676,40.06770433673458,-117.32896141238706,2.8504
3.5808,29.0,3.9872,0.8899,1658.0,2.4814,33.02882838753389,-121.08286811579961,2.5826
2.9502,9.0,2.9225,0.6793,361.0,3.6433,41.98995813881492,-115.35186917864112,2.3441
3.5595,51.0,3.3822,0.7597,573.0,6.1051,39.10180361618097,-118.22076702828943,3.2676
2.9673,38.0,2.1927,0.532,1500.0,4.1334,34.022532690885576,-115.58896663448894,2.0119
4.8758,40.0,6.5831,0.8849,192.0,2.7897,34.75309297233667,-119.57268679288384,2.8886
1.9542,34.0,1.7599,0.3287,1055.0,3.0299,39.078232071794694,-119.24316407830081,1.7231
4.8809,8.0,2.6907,0.4324,179.0,2.314,39.90773002515166,-121.44439469118495,3.8059
4.0577,11.0,5.3017,0.9028,1812.0,2.3946,34.77084145992316,-120.42922673458057,2.0756
2.4099,34.0,4.3431,1.0415,2469.0,3.3897,34.941204112043074,-118.53860327415367,2.2137
9.8984,46.0,4.2775,0.9511,663.0,2.0663,35.41764660128458,-114.55587815105952,4.529
3.7289,32.0,6.1532,0.7642,121.0,5.2387,38.18117446594805,-118.19876352033458,2.8215
3.1158,32.0,4.0557,0.7239,764.0,1.9716,34.13225369386213,-122.95252898630586,2.1344
4.0624,49.0,5.2025,0.79,2220.0,3.4981,33.49031038940539,-124.42654005249689,2.514
2.5261,5.0,5.4112,1.059,1649.0,3.6408,38.94920884631238,-115.56462751715887,2.7434
6.3014,32.0,5.1699,0.8352,1149.0,3.386,39.90143042803511,-120.67458305465539,4.5513
2.6779,5.0,4.0651,0.7433,1719.0,3.2896,37.258829341956805,-121.19285763378176,2.4742
4.824,32.0,5.1879,0.8744,353.0,1.5466,35.95641074754966,-116.09232320910499,2.8921
1.2869,1.0,9.0652,1.1305,833.0,4.1139,36.60440577850152,-114.57367485955673,2.0654
0.7733,6.0,5.0006,0.7916,358.0,5.9212,36.18987442178354,-116.64552657230446,0.7846
3.6033,39.0,3.5483,0.7405,398.0,2.2747,41.619856628257914,-122.67460321442996,2.1155
2.0779,25.0,7.3325,1.6728,336.0,3.1384,39.796854099581836,-120.39052791729405,1.826
2.3753,27.0,10.7461,2.4077,334.0,5.9571,34.476828541076046,-116.52631519943522,2.1133
0.5278,46.0,3.3698,0.5141,8780.0,3.2708,36.14979694451281,-114.97727894595899,0.6539
8.9391,14.0,7.1467,1.6131,2154.0,4.9631,37.66811676794954,-114.01469932852856,5.0
2.9247,48.0,3.2569,0.7407,438.0,2.5427,38.32336568960504,-119.12861047504904,2.8938
6.9185,9.0,8.1339,1.5315,1332.0,4.8321,36.94774701227329,-115.86348940740953,3.5226
1.0255,28.0,4.7586,0.7726,329.0,3.0379,40.19620303261361,-124.01036775083746,1.9987
2.9126,50.0,10.3528,2.3438,246.0,4.8126,39.7922571848532,-121.49884012757283,2.4108
3.6156,24.0,4.9795,0.6652,1756.0,5.58,37.299000226967586,-120.59910926485136,2.0465
2.9855,9.0,9.0582,2.2128,310.0,4.8821,40.617079174426436,-114.25699962454011,2.5716
3.201,36.0,3.9825,0.6513,182.0,3.2555,39.63535053920267,-124.46436669374397,2.6785
